devicecode,Level1,Level2,Level3,Level4,Weighted,sbbm,Color
27M00000020865698,甘肃,750kV,750kV沙州变电站,71304沙鱼Ⅱ线可控高压B相电抗器,1,27M00000020865698,18
27M00000020866006,甘肃,750kV,750kV沙州变电站,71305沙烟Ⅰ线高压C相电抗器,1,27M00000020866006,18
27M00000020865686,甘肃,750kV,750kV沙州变电站,71306沙烟Ⅱ线高压A相电抗器,1,27M00000020865686,18
27M00000020866010,甘肃,750kV,750kV沙州变电站,71306沙烟Ⅱ线高压B相电抗器,1,27M00000020866010,18
27M00000020866013,甘肃,750kV,750kV沙州变电站,71306沙烟Ⅱ线高压C相电抗器,1,27M00000020866013,18
27M00000018495511,甘肃,750kV,750kV武胜变电站,2号A相主变压器,1,27M00000018495511,18
27M00000018495756,甘肃,750kV,750kV武胜变电站,750kV 6号电抗器,1,27M00000018495756,18
27M00000020865679,甘肃,750kV,750kV沙州变电站,71301沙敦Ⅰ线高压C相电抗器,1,27M00000020865679,18
27M00000020866001,甘肃,750kV,750kV沙州变电站,71305沙烟Ⅰ线高压A相电抗器,1,27M00000020866001,18
27M00000020865682,甘肃,750kV,750kV沙州变电站,71305沙烟Ⅰ线高压B相电抗器,1,27M00000020865682,18
27M00000018933717,甘肃,750kV,750kV敦煌变电站,7105敦哈Ⅱ线路高压C相电抗器,1,27M00000018933717,18
27M00000022113651,甘肃,750kV,750kV麦积山变电站,7147麦宝I线B相电抗器,1,27M00000022113651,18
27M00000044921365,甘肃,750kV,750kV酒泉变电站,2号A相主变压器,1,27M00000044921365,18
27M00000044921410,甘肃,750kV,750kV酒泉变电站,2号C相主变压器,1,27M00000044921410,18
27M00000022095250,甘肃,750kV,750kV兰州东变电站,6号B相电抗器,1,27M00000022095250,18
27M00000022113713,甘肃,750kV,750kV麦积山变电站,7148麦宝II线C相电抗器,1,27M00000022113713,18
27M00000022113648,甘肃,750kV,750kV麦积山变电站,7147麦宝I线A相电抗器,1,27M00000022113648,18
24M00000010743256,黑龙江,500kV,集贤变电站,1#C相主变压器,1,24M00000010743256,29
24M00000012433752,黑龙江,500kV,庆云变电站,1#B相主变压器,1,24M00000012433752,29
24M00000010743219,黑龙江,500kV,集贤变电站,1#B相主变压器,1,24M00000010743219,29
24M00000012481039,黑龙江,500kV,林海变电站,1#C相主变压器,1,24M00000012481039,29
24M00000012481018,黑龙江,500kV,林海变电站,1#B相主变压器,1,24M00000012481018,29
24M00000012433770,黑龙江,500kV,庆云变电站,1#C相主变压器,1,24M00000012433770,29
24M00000012887170,黑龙江,500kV,哈南变电站,5053C相电抗器,1,24M00000012887170,29
24M00000012748187,黑龙江,500kV,大庆变电站,5011B相电抗器,1,24M00000012748187,29
24M00000012491601,黑龙江,500kV,林海变电站,5023C相电抗器,1,24M00000012491601,29
24M00000012481000,黑龙江,500kV,林海变电站,1#A相主变压器,1,24M00000012481000,29
24M00000012886936,黑龙江,500kV,哈南变电站,5053A相电抗器,1,24M00000012886936,29
24M00000010862658,黑龙江,500kV,前进变电站,1#C相主变压器,1,24M00000010862658,29
24M00000010862647,黑龙江,500kV,前进变电站,1#B相主变压器,1,24M00000010862647,29
24M00000010862579,黑龙江,500kV,前进变电站,1#A相主变压器,1,24M00000010862579,29
24M00000008977770,黑龙江,500kV,松北变电站,2#B相主变压器,1,24M00000008977770,29
24M00000008977767,黑龙江,500kV,松北变电站,2#A相主变压器,1,24M00000008977767,29
24M00000012748133,黑龙江,500kV,大庆变电站,1#B相主变压器,1,24M00000012748133,29
24M00000014513621,黑龙江,500kV,兴福变电站,5043B相电抗器,1,24M00000014513621,29
24M00000014513619,黑龙江,500kV,兴福变电站,5043A相电抗器,1,24M00000014513619,29
24M00000014567522,黑龙江,500kV,永源变电站,5041C相电抗器,1,24M00000014567522,29
24M00000014567507,黑龙江,500kV,永源变电站,5041B相电抗器,1,24M00000014567507,29
24M00000014567504,黑龙江,500kV,永源变电站,5041A相电抗器,1,24M00000014567504,29
24M00000014567503,黑龙江,500kV,永源变电站,5043C相电抗器,1,24M00000014567503,29
24M00000014567456,黑龙江,500kV,永源变电站,5043B相电抗器,1,24M00000014567456,29
24M00000014567497,黑龙江,500kV,永源变电站,5043A相电抗器,1,24M00000014567497,29
24M00000014419655,黑龙江,500kV,500kV黑河换流站,02B换流变压器双极/BPA相,1,24M00000014419655,29
24M00000014419661,黑龙江,500kV,500kV黑河换流站,01B换流变压器双极/BPC相,1,24M00000014419661,29
24M00000014419638,黑龙江,500kV,500kV黑河换流站,01B换流变压器双极/BPA相,1,24M00000014419638,29
24M00000011645793,黑龙江,500kV,永源变电站,2#B相主变压器,1,24M00000011645793,29
24M00000014419603,黑龙江,500kV,500kV黑河换流站,5031KB相电抗器,1,24M00000014419603,29
24M00000011746802,黑龙江,500kV,群林变电站,5051C相电抗器,1,24M00000011746802,29
29M00000003535205,宁夏,750kV,黄河750kV变电站,750kV3号电抗器C相电抗器,1,29M00000003535205,36
29M00000003534320,宁夏,750kV,黄河750kV变电站,2号A相主变压器,1,29M00000003534320,36
29M00000007329236,宁夏,750kV,沙湖750kV变电站,3号C相主变压器,1,29M00000007329236,36
29M00000007328811,宁夏,750kV,沙湖750kV变电站,湖川Ⅱ线电抗器B相电抗器,1,29M00000007328811,36
29M00000007317156,宁夏,750kV,沙湖750kV变电站,湖川Ⅱ线电抗器A相电抗器,1,29M00000007317156,36
29M00000007328834,宁夏,750kV,沙湖750kV变电站,湖川Ⅱ线电抗器C相电抗器,1,29M00000007328834,36
29M00000007006669,宁夏,750kV,贺兰山750kV变电站,1号C相主变压器,1,29M00000007006669,36
29M00000007763486,宁夏,750kV,贺兰山750kV变电站,贺湖II线C相电抗器,1,29M00000007763486,36
29M00000007334616,宁夏,750kV,沙湖750kV变电站,湖贺I线电抗器A相电抗器,1,29M00000007334616,36
29M00000003531847,宁夏,750kV,贺兰山750kV变电站,2号主变压器B相,1,29M00000003531847,36
29M00000003534427,宁夏,750kV,黄河750kV变电站,750kV2号电抗器A相电抗器,1,29M00000003534427,36
29M00000003534371,宁夏,750kV,黄河750kV变电站,2号C相主变压器,1,29M00000003534371,36
29M00000003534454,宁夏,750kV,黄河750kV变电站,750kV2号电抗器C相电抗器,1,29M00000003534454,36
29M00000007006582,宁夏,750kV,贺兰山750kV变电站,1号B相主变压器,1,29M00000007006582,36
29M00000004403024,宁夏,330kV,甜水河330kV变电站,1号主变压器,1,29M00000004403024,36
29M00000003531727,宁夏,330kV,迎水桥330kV变电站,3号主变压器,1,29M00000003531727,36
29M00000003522197,宁夏,330kV,盐州330kV变电站,2号主变压器,1,29M00000003522197,36
29M00000003521516,宁夏,330kV,盐州330kV变电站,1号主变压器,1,29M00000003521516,36
66M00000000056237,蒙东,500kV,科尔沁500kV变电站,500kV阿科1号线A相电抗器,1,66M00000000056237,63
66M00000000056243,蒙东,500kV,科尔沁500kV变电站,500kV科沙1号线B相电抗器,1,66M00000000056243,63
66M00000012652164,蒙东,500kV,青山500kV变电站,巴青2号线C相电抗器,1,66M00000012652164,63
66M00000010881258,蒙东,500kV,海北500kV变电站,1号主变A相主变压器,1,66M00000010881258,63
66M00000010620086,蒙东,500kV,兴安500kV变电站,3号主变压器C相,1,66M00000010620086,63
66M00000010620070,蒙东,500kV,兴安500kV变电站,3号主变压器B相,1,66M00000010620070,63
66M00000000056227,蒙东,500kV,科尔沁500kV变电站,500kV科沙2号线B相电抗器,1,66M00000000056227,63
66M00000000056247,蒙东,500kV,科尔沁500kV变电站,500kV科沙2号线C相电抗器,1,66M00000000056247,63
66M00000000056224,蒙东,500kV,科尔沁500kV变电站,500kV科沙1号线A相电抗器,1,66M00000000056224,63
66M00000010618562,蒙东,500kV,科尔沁500kV变电站,1#C相主变压器,1,66M00000010618562,63
66M00000010618544,蒙东,500kV,科尔沁500kV变电站,1#B相主变压器,1,66M00000010618544,63
29M00000007184981,宁夏,750kV,黄河750kV变电站,1号A相主变压器,1,29M00000007184981,36
10M00000146404256,江苏,500kV,张家港变,1号主变B相,1,10M00000146404256,100
10M00000146404466,江苏,500kV,石牌变,1号主变,1,10M00000146404466,100
10M00000230568021,江苏,500kV,梅里变,#3主变B相,1,10M00000230568021,100
06M41336107525799,山东,500kV,500kV潍坊变电站,500kV#2母线高抗C相,1,06M41336107525799,1
06M35966581054446,山东,500kV,500kV淄川变电站,#1主变C相,1,06M35966581054446,1
06M30889831804753,山东,500kV,500kV淄川变电站,#1主变B相,1,06M30889831804753,1
06M74793366436223,山东,500kV,500kV沂蒙变电站,#2主变A相,1,06M74793366436223,1
06M39070822475361,山东,500kV,500kV聊城变电站,#2主变C相,1,06M39070822475361,1
06M22890973795978,山东,500kV,500kV临淄变电站,#3主变C相,1,06M22890973795978,1
06M81062081936095,山东,500kV,500kV聊城变电站,#3主变C相,1,06M81062081936095,1
06M75042292669316,山东,500kV,500kV聊城变电站,#1主变A相,1,06M75042292669316,1
06M53020614995746,山东,500kV,500kV栖霞变电站,#3主变B相,1,06M53020614995746,1
06M00124620093223,山东,500kV,500kV鲁中变电站,#3主变C相,1,06M00124620093223,1
06M86685350541492,山东,500kV,500kV沂蒙变电站,500kV蒙照Ⅰ线高抗B相,1,06M86685350541492,1
06M41749712295618,山东,500kV,500kV聊城变电站,#3主变B相,1,06M41749712295618,1
06M68142659767420,山东,500kV,500kV淄川变电站,#1主变A相,1,06M68142659767420,1
06M47146939953499,山东,500kV,500kV滨州变电站,黄滨Ⅰ线高抗A,1,06M47146939953499,1
06M23201847134087,山东,500kV,500kV栖霞变电站,#3主变A相,1,06M23201847134087,1
06M21584317750235,山东,500kV,500kV栖霞变电站,#3主变C相,1,06M21584317750235,1
06M15974903822272,山东,500kV,500kV鲁中变电站,#1主变C相,1,06M15974903822272,1
06M72700976674059,山东,500kV,500kV沂蒙变电站,#2主变C相,1,06M72700976674059,1
06M44811542205229,山东,500kV,500kV沂蒙变电站,#2主变B相,1,06M44811542205229,1
06M75468292294902,山东,500kV,500kV沂蒙变电站,#2主变A相,1,06M75468292294902,1
06M77524106066931,山东,500kV,500kV临淄变电站,#2主变A,1,06M77524106066931,1
06M89800792161962,山东,500kV,500kV临淄变电站,#3主变A相,1,06M89800792161962,1
06M44559205112103,山东,500kV,500kV聊城变电站,#1主变B相,1,06M44559205112103,1
06M72137807514903,山东,500kV,500kV聊城变电站,#3主变A相,1,06M72137807514903,1
06M09294358903889,山东,500kV,500kV临淄变电站,#2主变B相,1,06M09294358903889,1
06M04414037031045,山东,500kV,500kV临淄变电站,#2主变C相,1,06M04414037031045,1
06M31853558907542,山东,500kV,500kV聊城变电站,#1主变C相,1,06M31853558907542,1
06M65460397650011,山东,500kV,500kV潍坊变电站,#3主变C相,1,06M65460397650011,1
06M07438199965503,山东,500kV,500kV聊城变电站,辛聊Ⅰ线高抗B相,1,06M07438199965503,1
06M79570252209511,山东,500kV,500kV崂山变电站,#2主变B相,1,06M79570252209511,1
06M12538367961231,山东,500kV,500kV滨州变电站,黄滨Ⅰ线高抗B,1,06M12538367961231,1
06M99948691767409,山东,500kV,500kV闻韶变电站,#3主变,1,06M99948691767409,1
06M32889461726719,山东,500kV,500kV滨州变电站,黄滨Ⅰ线高抗C,1,06M32889461726719,1
06M49192021235807,山东,500kV,500kV淄川变电站,#3主变C相,1,06M49192021235807,1
06M89530526823239,山东,500kV,500kV益都变电站,#1主变B相,1,06M89530526823239,1
06M05416366539311,山东,500kV,500kV淄川变电站,#2主变A相,1,06M05416366539311,1
06M86376911467361,山东,500kV,500kV济南变电站,#3主变B相,1,06M86376911467361,1
06M74406743611190,山东,500kV,500kV大泽变电站,#2主变,1,06M74406743611190,1
06M43608167760564,山东,500kV,500kV陵县变电站,#2主变A相,1,06M43608167760564,1
06M39559664270058,山东,500kV,500kV陵县变电站,#2主变C相,1,06M39559664270058,1
06M98043460765154,山东,500kV,500kV德州变电站,#2主变A相,1,06M98043460765154,1
06M32108281247766,山东,500kV,500kV德州变电站,#3主变B相,1,06M32108281247766,1
06M87563117551865,山东,500kV,500kV德州变电站,#2主变C相,1,06M87563117551865,1
06M53941793743595,山东,500kV,500kV陵县变电站,#3主变B,1,06M53941793743595,1
06M85538946248435,山东,500kV,500kV日照变电站,#1主变C相,1,06M85538946248435,1
06M48186829465331,山东,500kV,500kV德州变电站,#2主变B相,1,06M48186829465331,1
06M19937582496430,山东,500kV,500kV德州变电站,#3主变C相,1,06M19937582496430,1
06M63954182041715,山东,500kV,500kV大泽变电站,#3主变,1,06M63954182041715,1
06M91993791944720,山东,500kV,500kV日照变电站,#1主变B相,1,06M91993791944720,1
06M32874538887692,山东,500kV,500kV淄川变电站,#3主变B相,1,06M32874538887692,1
06M84612627041053,山东,500kV,500kV光州变电站,#4主变B相,1,06M84612627041053,1
06M51253987842192,山东,500kV,500kV淄川变电站,#2主变B相,1,06M51253987842192,1
06M93485748481460,山东,500kV,500kV德州变电站,#3主变A相,1,06M93485748481460,1
06M89699233630614,山东,500kV,500kV淄川变电站,#3主变A相,1,06M89699233630614,1
06M96446045731639,山东,500kV,500kV淄川变电站,#2主变C相,1,06M96446045731639,1
06M06443889118394,山东,500kV,500kV滨州变电站,#3主变A相,1,06M06443889118394,1
06M10104455589307,山东,500kV,500kV滨州变电站,#3主变B相,1,06M10104455589307,1
06M81394004179115,山东,500kV,500kV油城变电站,#1主变B相,1,06M81394004179115,1
06M87069947023702,山东,500kV,500kV陵县变电站,#3主变A,1,06M87069947023702,1
06M18865840799122,山东,500kV,500kV陵县变电站,#3主变C,1,06M18865840799122,1
06M03124192275833,山东,500kV,500kV潍坊变电站,#3主变A相,1,06M03124192275833,1
09M99991000000578,上海,500kV,顾路,4号主变B相,1,09M99991000000578,2
09M99991000000579,上海,500kV,顾路,4号主变C相,1,09M99991000000579,2
09M99991000003129,上海,500kV,远东,4号主变A相,1,09M99991000003129,2
09M99991000003249,上海,500kV,黄渡,6号主变B,1,09M99991000003249,2
09M99991000002102,上海,500kV,南桥,2号主变B,1,09M99991000002102,2
09M99991000003117,上海,500kV,远东,3号主变C相,1,09M99991000003117,2
09M99991000003201,上海,500kV,泗泾,2号主变B相,1,09M99991000003201,2
09M99991000003223,上海,500kV,泗泾,4号主变C相,1,09M99991000003223,2
09M99991000003228,上海,500kV,黄渡,3号主变A,1,09M99991000003228,2
09M99991000003231,上海,500kV,黄渡,3号主变B,1,09M99991000003231,2
09M99991000003237,上海,500kV,黄渡,4号主变A,1,09M99991000003237,2
09M99991000003246,上海,500kV,黄渡,6号主变A,1,09M99991000003246,2
09M99991000000376,上海,500kV,杨高,3号主变A相,1,09M99991000000376,2
09M99991000000572,上海,500kV,杨高,2号主变A相,1,09M99991000000572,2
09M99991000000573,上海,500kV,杨高,2号主变B相,1,09M99991000000573,2
09M99991000000574,上海,500kV,杨高,2号主变C相,1,09M99991000000574,2
09M99991000002053,上海,500kV,新余,1号主变A相,1,09M99991000002053,2
09M99991000002056,上海,500kV,新余,1号主变B相,1,09M99991000002056,2
09M99991000002059,上海,500kV,新余,1号主变C相,1,09M99991000002059,2
09M99991000002062,上海,500kV,新余,6号主变A相,1,09M99991000002062,2
09M99991000002065,上海,500kV,新余,6号主变B相,1,09M99991000002065,2
09M99991000002068,上海,500kV,新余,6号主变C相,1,09M99991000002068,2
09M99991000002090,上海,500kV,南桥,1号主变A,1,09M99991000002090,2
09M99991000000553,上海,500kV,顾路,2号主变C相,1,09M99991000000553,2
09M99991000003216,上海,500kV,泗泾,4号主变A相,1,09M99991000003216,2
09M99991000003234,上海,500kV,黄渡,3号主变C,1,09M99991000003234,2
09M99991000003252,上海,500kV,黄渡,6号主变C,1,09M99991000003252,2
09M99991000000577,上海,500kV,顾路,4号主变A相,1,09M99991000000577,2
09M99991000002105,上海,500kV,南桥,2号主变C,1,09M99991000002105,2
09M99991000003111,上海,500kV,远东,3号主变A相,1,09M99991000003111,2
09M99991000003114,上海,500kV,远东,3号主变B相,1,09M99991000003114,2
09M99991000003132,上海,500kV,远东,4号主变B相,1,09M99991000003132,2
09M99991000003135,上海,500kV,远东,4号主变C相,1,09M99991000003135,2
09M99991000003240,上海,500kV,黄渡,4号主变B,1,09M99991000003240,2
09M99991000003243,上海,500kV,黄渡,4号主变C,1,09M99991000003243,2
09M99991000002210,上海,500kV,顾路,3号主变A相,1,09M99991000002210,2
22M00000023501076,辽宁,500kV,金家500kV变电站,#1主变B相主变压器,1,22M00000023501076,7
22M00000022375824,辽宁,500kV,南关岭500kV变电站,＃1C相主变压器,1,22M00000022375824,7
22M00000026170930,辽宁,500kV,丹东北500kV变电站,2#C相主变压器,1,22M00000026170930,7
22M00000026170918,辽宁,500kV,丹东北500kV变电站,1#A相主变压器,1,22M00000026170918,7
22M00000026170921,辽宁,500kV,丹东北500kV变电站,1#B相主变压器,1,22M00000026170921,7
22M00000026170933,辽宁,500kV,丹东北500kV变电站,1#C相主变压器,1,22M00000026170933,7
22M00000026170928,辽宁,500kV,丹东北500kV变电站,2#B相主变压器,1,22M00000026170928,7
22M00000023487277,辽宁,500kV,±500kV穆家换流站,012A换流变压器极I/PIA相,1,22M00000023487277,7
22M00000023487343,辽宁,500kV,±500kV穆家换流站,011B换流变压器极I/PIB相,1,22M00000023487343,7
22M00000026204464,辽宁,500kV,张台500kV变电站,#4C相主变压器,1,22M00000026204464,7
22M00000023487364,辽宁,500kV,±500kV穆家换流站,021C换流变压器极II/PIIC相,1,22M00000023487364,7
22M00000022375818,辽宁,500kV,南关岭500kV变电站,＃1A相主变压器,1,22M00000022375818,7
22M00000023487320,辽宁,500kV,±500kV穆家换流站,022A换流变压器极II/PIIA相,1,22M00000023487320,7
06M58208756566089,山东,500kV,500kV油城变电站,#2主变C相,1,06M58208756566089,1
06M84788041214622,山东,500kV,500kV聊城变电站,辛聊Ⅰ线高抗C相,1,06M84788041214622,1
06M75331721591630,山东,500kV,500kV滨州变电站,#2主变A相,1,06M75331721591630,1
06M82550699339752,山东,500kV,500kV闻韶变电站,#2主变,1,06M82550699339752,1
06M96572032959893,山东,500kV,500kV滨州变电站,#2主变C相,1,06M96572032959893,1
06M47760429697435,山东,500kV,500kV滨州变电站,#2主变B,1,06M47760429697435,1
06M10462118344222,山东,500kV,500kV油城变电站,#2主变A相,1,06M10462118344222,1
06M71314174070351,山东,500kV,500kV岱宗变电站,#3主变,1,06M71314174070351,1
06M78515518648199,山东,500kV,500kV聊城变电站,辛聊Ⅰ线高抗A相,1,06M78515518648199,1
06M93998538851592,山东,500kV,500kV鲁中变电站,#3主变B相,1,06M93998538851592,1
06M81612657629215,山东,500kV,500kV海口变电站,#2主变B,1,06M81612657629215,1
06M78136743063334,山东,500kV,500kV岱宗变电站,500kV郓岱线高抗A相,1,06M78136743063334,1
06M78400936434956,山东,500kV,500kV油城变电站,#2主变B相,1,06M78400936434956,1
06M17582685709540,山东,500kV,500kV鲁中变电站,#1主变B相,1,06M17582685709540,1
06M84489900369911,山东,500kV,1000kV泉城变电站,#1主变压器C,1,06M84489900369911,1
15M00000013776563,湖北,500kV,咸宁变电站,咸#1A相主变压器,1,15M00000013776563,0
03M40000007424471,天津,500kV,板桥,2#A相主变压器,1,03M40000007424471,0
15M00000021061109,湖北,500kV,玉贤变电站,玉#2A相主变,1,15M00000021061109,0
15M00000014982268,湖北,500kV,道观河变电站,道2MDKB相电抗器,1,15M00000014982268,0
15M00000014982298,湖北,500kV,道观河变电站,道2MDKC相电抗器,1,15M00000014982298,0
15M00000016304870,湖北,500kV,柏泉变电站,泉#3B相主变压器,1,15M00000016304870,0
15M00000021061203,湖北,500kV,玉贤变电站,玉#2B相主变,1,15M00000021061203,0
15M00000014982283,湖北,500kV,道观河变电站,道2MDKA相电抗器,1,15M00000014982283,0
15M00000021061218,湖北,500kV,玉贤变电站,玉#2C相主变,1,15M00000021061218,0
17M00000012890166,河南,500kV,灵宝换流站,021B换流变压器极II/PIIA相,1,17M00000012890166,0
17M00000012890041,河南,500kV,灵宝换流站,021B换流变压器极II/PIIC相,1,17M00000012890041,0
17M00012304442839,河南,500kV,灵宝换流站,021B换流变压器极II/PII备用相,1,17M00012304442839,0
17M00000035079213,河南,500kV,濮阳500kV卫都变电站,卫2号A相主变压器,1,17M00000035079213,0
17M00000035079220,河南,500kV,濮阳500kV卫都变电站,卫2号C相主变压器,1,17M00000035079220,0
17M00000012890538,河南,500kV,灵宝换流站,021B换流变压器极II/PIIB相,1,17M00000012890538,0
20M00000014820946,重庆,500kV,500kV思源变电站,2#主变B相变压器,1,20M00000014820946,0
20M00000014855036,重庆,500kV,500kV万县变电站,5041B相电抗器,1,20M00000014855036,0
20M00000014790304,重庆,500kV,500kV板桥变电站,2#主变C相变压器,1,20M00000014790304,0
20M00000014809904,重庆,500kV,500kV圣泉变电站,2#主变A相变压器,1,20M00000014809904,0
20M00000014858815,重庆,500kV,500kV万县变电站,5033B相电抗器,1,20M00000014858815,0
20M00000014855251,重庆,500kV,500kV万县变电站,5031C相电抗器,1,20M00000014855251,0
20M00000014854432,重庆,500kV,500kV万县变电站,2#主变B相变压器,1,20M00000014854432,0
20M00000014854481,重庆,500kV,500kV万县变电站,1#主变C相变压器,1,20M00000014854481,0
20M00000014812717,重庆,500kV,500kV圣泉变电站,3#主变A相变压器,1,20M00000014812717,0
20M00000014854435,重庆,500kV,500kV万县变电站,1#主变B相变压器,1,20M00000014854435,0
20M00000014758880,重庆,500kV,500kV长寿变电站,2#主变A相变压器,1,20M00000014758880,0
20M00000014758899,重庆,500kV,500kV长寿变电站,2#主变C相变压器,1,20M00000014758899,0
20M00000014759298,重庆,500kV,500kV长寿变电站,5051C相电抗器,1,20M00000014759298,0
03M40000005698723,天津,500kV,吴庄,5B相主变压器,1,03M40000005698723,0
03M40000007162885,天津,500kV,滨海,2#A相主变压器,1,03M40000007162885,0
03M40000007165761,天津,500kV,滨海,3#B相主变压器,1,03M40000007165761,0
03M40000007424514,天津,500kV,板桥,2#B相主变压器,1,03M40000007424514,0
03M40000007425568,天津,500kV,板桥,2#C相主变压器,1,03M40000007425568,0
03M40000007162828,天津,500kV,滨海,2#C相主变压器,1,03M40000007162828,0
03M40000007425722,天津,500kV,板桥,52DK并联电抗器B相,1,03M40000007425722,0
03M40000007433348,天津,500kV,板桥,3#A相主变压器,1,03M40000007433348,0
03M40000006230949,天津,500kV,芦台,2号主变压器A相,1,03M40000006230949,0
03M40000006230952,天津,500kV,芦台,2号主变压器B相,1,03M40000006230952,0
03M40000006230961,天津,500kV,芦台,3号主变压器A相,1,03M40000006230961,0
03M40000006230967,天津,500kV,芦台,3号主变压器C相,1,03M40000006230967,0
03M40000006232816,天津,500kV,芦台,52DK并联电抗器B相,1,03M40000006232816,0
03M40000006230964,天津,500kV,芦台,3号主变压器B相,1,03M40000006230964,0
03M40000006232819,天津,500kV,芦台,52DK并联电抗器C相,1,03M40000006232819,0
03M40000007162245,天津,500kV,吴庄,2#B相主变压器,1,03M40000007162245,0
03M40000007162248,天津,500kV,吴庄,2#C相主变压器,1,03M40000007162248,0
03M40000007162803,天津,500kV,滨海,3#C相主变压器,1,03M40000007162803,0
03M40000007425724,天津,500kV,板桥,52DK并联电抗器C相,1,03M40000007425724,0
03M40000006918484,天津,500kV,北郊,3#B相主变压器,1,03M40000006918484,0
03M40000007425633,天津,500kV,板桥,3#B相主变压器,1,03M40000007425633,0
03M40000006918545,天津,500kV,北郊,3#C相主变压器,1,03M40000006918545,0
15M00000014402105,湖北,500kV,斗笠变电站,斗孝Ⅰ回斗5063B相电抗器,1,15M00000014402105,0
